sku_id,category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity
236,Fruits & Vegetables,Cauliflower,26,15,3,22,58,FALSE,1
237,Fruits & Vegetables,Ginger,14,14,3,12,200,FALSE,200
238,Fruits & Vegetables,Spinach,19,15,3,16,250,FALSE,250
239,Fruits & Vegetables,Muskmelon,42,16,3,35,58,FALSE,1
240,Fruits & Vegetables,Cabbage ,15,13,3,13,58,FALSE,1
241,Fruits & Vegetables,Methi,30,16,3,25,250,FALSE,250
242,Fruits & Vegetables,Broccoli,36,16,3,30,500,FALSE,500
243,Fruits & Vegetables,Sapota,30,16,3,25,348,FALSE,6
244,Fruits & Vegetables,Onion,68,16,3,57,3000,FALSE,3
245,Fruits & Vegetables,Potato,100,16,3,84,3000,FALSE,3
246,Fruits & Vegetables,Orange Nagpur,82,15,3,69,232,FALSE,4
247,Fruits & Vegetables,Mint Leaves ,11,18,3,9,100,FALSE,100
248,Fruits & Vegetables,Beans French,33,15,3,28,250,FALSE,250
249,Fruits & Vegetables,Bottle Gourd ,26,15,3,22,58,FALSE,1
250,Fruits & Vegetables,Banana Elaichi ,58,15,3,49,348,FALSE,6
251,Fruits & Vegetables,Coconut Big,36,16,3,30,58,FALSE,1
252,Fruits & Vegetables,Curry Leaves,13,15,3,11,50,FALSE,50
253,Fruits & Vegetables,Brinjal Bharta,19,15,3,16,58,FALSE,1
254,Fruits & Vegetables,Lettuce Iceberg,25,16,3,21,250,FALSE,250
255,Fruits & Vegetables,Papaya,54,16,3,45,58,FALSE,1
256,Fruits & Vegetables,Apple Shimla,142,16,3,119,232,FALSE,4
257,Fruits & Vegetables,Bitter Gourd,18,16,3,15,250,FALSE,250
258,Fruits & Vegetables,Brinjal Small,18,16,3,15,250,FALSE,250
259,Fruits & Vegetables,Sweet Corn,36,16,3,30,116,FALSE,2
260,Fruits & Vegetables,Spring Onion ,18,16,3,15,250,FALSE,250
261,Fruits & Vegetables,Bell Peppers Red & Yellow ,118,16,3,99,116,FALSE,2
262,Fruits & Vegetables,Pomegranate ,106,16,3,89,116,FALSE,2
263,Fruits & Vegetables,Sweet Lime,30,16,3,25,116,FALSE,2
264,Fruits & Vegetables,Baby Potato,19,15,3,16,500,FALSE,500
265,Fruits & Vegetables,Coccinia,32,15,3,27,250,FALSE,250
266,Fruits & Vegetables,Guava,54,16,3,45,232,FALSE,4
267,Fruits & Vegetables,Apple Washington,177,15,3,149,232,FALSE,4
268,Fruits & Vegetables,Amla,32,15,3,27,250,FALSE,250
269,Fruits & Vegetables,Beans Cluster,30,16,3,25,250,FALSE,250
270,Fruits & Vegetables,Apple Royal Gala,189,15,3,159,232,FALSE,4
271,Fruits & Vegetables,Chilli Bhaji,30,16,3,25,250,FALSE,250
272,Fruits & Vegetables,Lettuce Green,23,17,3,19,100,FALSE,100
273,Fruits & Vegetables,Baby Corn Peeled,35,17,3,29,250,FALSE,250
274,Fruits & Vegetables,Mixed Sprouts,35,17,3,29,200,FALSE,200
275,Fruits & Vegetables,Zucchini Green,35,17,3,29,250,FALSE,250
276,Fruits & Vegetables,Beans Broad,42,16,3,35,250,FALSE,250
277,Fruits & Vegetables,Raw Banana,20,15,6,17,500,FALSE,500
278,Fruits & Vegetables,Colocasia ,29,17,6,24,500,FALSE,500
279,Fruits & Vegetables,Tomato Cherry ,35,17,3,29,200,FALSE,200
280,Fruits & Vegetables,Sweet Potato ,38,15,3,32,500,FALSE,500
281,Fruits & Vegetables,Pineapple Slice,89,15,3,75,200,FALSE,200
282,Fruits & Vegetables,Orange,54,16,3,45,116,FALSE,2
283,Fruits & Vegetables,Dragon Fruit Imported,70,15,3,59,58,FALSE,1
284,Fruits & Vegetables,Zucchini Yellow,42,16,3,35,250,FALSE,500
285,Fruits & Vegetables,Apple Kinnaur,142,16,6,119,232,FALSE,4
286,Fruits & Vegetables,Pineapple,94,15,3,79,58,FALSE,1
287,Fruits & Vegetables,Basil,20,15,3,17,100,FALSE,100
288,Fruits & Vegetables,Parsley,17,17,3,14,100,FALSE,100
289,Fruits & Vegetables,Ridge Gourd,30,16,3,25,500,FALSE,500
290,Fruits & Vegetables,Papaya Cut,46,15,3,39,200,FALSE,200
291,Fruits & Vegetables,Pomegranate Peeled,58,15,2,49,100,FALSE,100
292,Fruits & Vegetables,Pear Green Imported,82,15,3,69,116,FALSE,2
293,Fruits & Vegetables,Guava Thai,70,15,3,59,116,FALSE,2
294,Fruits & Vegetables,Lettuce Red,20,15,3,17,100,FALSE,100
295,Fruits & Vegetables,Mango Raw,60,16,3,50,500,FALSE,500
296,Fruits & Vegetables,Biryani /Pulav Mix,58,15,3,49,250,FALSE,250
297,Fruits & Vegetables,Banana Nendran,54,16,6,45,500,FALSE,500
298,Fruits & Vegetables,Pumpkin Cut,30,16,3,25,200,FALSE,200
299,Fruits & Vegetables,Banana Red,54,16,6,45,500,FALSE,500
300,Fruits & Vegetables,Radish White,23,17,6,19,500,FALSE,500
301,Fruits & Vegetables,Avocado Indian Premium,177,15,3,149,58,FALSE,1
302,Fruits & Vegetables,Banana Leaf,12,16,2,10,58,FALSE,1
303,Fruits & Vegetables,Sponge Gourd,25,16,2,21,300,FALSE,300
304,Fruits & Vegetables,Zama Organics Carrot,20,15,3,17,250,FALSE,250
305,Fruits & Vegetables,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
306,Fruits & Vegetables,Zama Organics Sweet Potato,37,16,3,31,250,FALSE,250
307,Fruits & Vegetables,Beetroot,16,18,3,13,500,FALSE,500
308,Fruits & Vegetables,Capsicum,26,19,3,21,500,FALSE,500
309,Fruits & Vegetables,Carrot,19,21,3,15,500,FALSE,500
310,Fruits & Vegetables,Garlic,17,23,3,13,200,FALSE,200
311,Fruits & Vegetables,Carrot,13,15,0,11,250,TRUE,200
312,Fruits & Vegetables,Beetroot,11,18,0,9,250,TRUE,250
313,Fruits & Vegetables,Moong Sprouts,35,17,0,29,200,TRUE,200
314,Fruits & Vegetables,Safal Frozen Mixed Vegetables,60,5,0,57,500,TRUE,500
315,Fruits & Vegetables,Safal Frozen Corn,41,4,0,39,200,TRUE,200
316,Fruits & Vegetables,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
317,Cooking Essentials,Maggi 2 Minute Masala Noodles,12,0,6,12,70,FALSE,70
318,Cooking Essentials,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
319,Cooking Essentials,Tata Salt,24,0,6,24,1000,FALSE,1
320,Cooking Essentials,Arden Eggs White,97,0,4,97,696,FALSE,12
321,Cooking Essentials,Arden Eggs White,65,15,4,55,348,FALSE,6
322,Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),230,4,6,219,1000,FALSE,1
323,Cooking Essentials,Aashirvaad Superior MP Atta,250,2,6,245,5000,FALSE,5
324,Cooking Essentials,Amul Pure Ghee (Pouch),255,2,6,249,500,FALSE,500
325,Cooking Essentials,Arden Eggs Brown,85,7,4,79,348,FALSE,6
326,Cooking Essentials,Tata Salt Lite,40,10,6,36,1000,FALSE,1
327,Cooking Essentials,Saffola Gold Oil (Pouch),215,0,6,215,1000,FALSE,1
328,Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),925,0,6,925,5000,FALSE,5
329,Cooking Essentials,Fortune Rice Bran (Pouch),225,11,6,199,1000,FALSE,1
330,Cooking Essentials,Saffola Active Oil,210,0,6,210,1000,FALSE,1
331,Cooking Essentials,Amul Pure Ghee (Pouch),505,1,2,499,1000,FALSE,1
332,Cooking Essentials,Aashirvaad Atta,460,13,6,399,10000,FALSE,10
333,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),160,6,4,149,1000,FALSE,1
334,Cooking Essentials,Amul Ghee (Tin),520,2,6,509,1000,FALSE,1
335,Cooking Essentials,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
336,Cooking Essentials,Popular Essentials Pure Jaggery,50,2,6,49,450,FALSE,450
337,Cooking Essentials,Aashirvaad Multigrain Atta,64,3,2,62,1000,FALSE,1
338,Cooking Essentials,Fortune Soyabean Oil,1005,0,6,999,5000,FALSE,5
339,Cooking Essentials,Popular Essentials Sunflower Seeds,25,0,6,25,50,FALSE,50
340,Cooking Essentials,Tata Sampann kabuli chana,185,1,4,183,1000,FALSE,500
341,Cooking Essentials,Dhara Groundnut Oil (Pouch),230,11,6,203,1000,FALSE,1
342,Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,1200,18,6,984,5000,FALSE,5
343,Cooking Essentials,24 Mantra Organic Jaggery Powder,80,15,6,68,500,FALSE,500
344,Cooking Essentials,Tata Sampann High Protien Kabuli Chana,94,0,1,94,500,FALSE,500
345,Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,1250,8,6,1143,5000,FALSE,5
346,Cooking Essentials,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
347,Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,15,0,3,15,60,FALSE,60
348,Cooking Essentials,Dabur Ginger Garlic Paste,25,8,3,23,100,FALSE,100
349,Cooking Essentials,Ching's Secret Instant Schezwan Noodles,15,0,6,15,60,FALSE,60
350,Cooking Essentials,Gowardhan Ghee/Tuppa Jar,315,1,6,309,500,FALSE,500
351,Cooking Essentials,Tata Sampann Unpolished Moong Dal ,92,4,4,88,500,FALSE,500
352,Cooking Essentials,Aashirvaad Select Atta,64,0,6,64,1000,FALSE,1
353,Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,15,0,4,15,100,FALSE,100
354,Cooking Essentials,Gowardhan Ghee Jar,598,3,6,579,1000,FALSE,1
355,Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,20,0,1,20,70,FALSE,70
356,Cooking Essentials,Popular Essentials Refined Sugar,60,0,6,60,1000,FALSE,1
357,Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,216,7,6,199,1000,FALSE,1
358,Cooking Essentials,Saffola Veggie Twist Masala Oats,15,0,6,15,38,FALSE,38
359,Cooking Essentials,Satyam Puffed Rice Kurmura (R),23,0,6,23,200,FALSE,200
360,Cooking Essentials,Quaker Oats,79,0,2,79,400,FALSE,400
361,Cooking Essentials,Aashirvaad Select Sharbati Atta,315,10,6,283,5000,FALSE,5
362,Cooking Essentials,Popular Essentials Refined Sugar,295,10,6,265,5000,FALSE,5
363,Cooking Essentials,Gowardhan Cow Ghee Pouch,579,10,6,521,1000,FALSE,1
364,Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,210,5,6,199,1000,FALSE,1
365,Cooking Essentials,Parachute Oil ,40,7,3,37,100,FALSE,100
366,Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),18,0,6,18,100,FALSE,100
367,Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
368,Cooking Essentials,Saffola Gold (Jar),1240,0,6,1240,5000,FALSE,5
369,Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
370,Cooking Essentials,Fortune Rice Bran Health Oil (Jar),1050,1,6,1039,5000,FALSE,5
371,Cooking Essentials,Arden Desi Eggs,110,13,4,95,348,FALSE,6
372,Cooking Essentials,Fortune Rozana Basmati Rice,585,21,6,462,5000,FALSE,5
373,Cooking Essentials,Fortune Biriyani Special Basmati Rice,175,0,5,175,1000,FALSE,1
374,Cooking Essentials,Everest Garam Masala,78,7,5,72,100,FALSE,100
375,Cooking Essentials,Popular Essentials Pumpkin Seeds,90,16,6,75,100,FALSE,100
376,Cooking Essentials,Fortune Soya Health Refined Soybean Oil,210,1,2,206,1000,FALSE,1
377,Cooking Essentials,Gowardhan Pure Ghee Pouch,295,4,6,281,500,FALSE,500
378,Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,40,5,3,38,100,FALSE,100
379,Cooking Essentials,Weikfield Baking Soda,30,3,6,29,100,FALSE,100
380,Cooking Essentials,Everest Pav Bhaji Masala,37,10,4,33,50,FALSE,50
381,Cooking Essentials,Tata Sampann Unpolished Chana Dal,95,6,2,89,1000,FALSE,500
382,Cooking Essentials,Amul Mithai Mate EOE Tin,112,2,6,109,400,FALSE,400
383,Cooking Essentials,Pillsbury Chakki Fresh Atta,450,16,6,375,10000,FALSE,10
384,Cooking Essentials,Everest Chicken Masala,39,2,1,38,50,FALSE,50
385,Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),205,7,6,190,1000,FALSE,1
386,Cooking Essentials,Borges Extra Virgin Olive Oil,400,25,1,299,250,FALSE,250
387,Cooking Essentials,Everest Shahi Biryani Masala,70,14,6,60,50,FALSE,50
388,Cooking Essentials,Popular Essentials Californian Almond,350,28,6,251,250,FALSE,250
389,Cooking Essentials,Popular Essentials Ajwain Whole,25,0,4,25,50,FALSE,50
390,Cooking Essentials,Everest Tikhalal Chilli Powder,235,9,6,212,500,FALSE,500
391,Cooking Essentials,Popular Essentials Kabuli Chana Regular,85,9,6,77,500,FALSE,500
392,Cooking Essentials,Pillsbury Chakki Fresh Atta,52,0,4,52,1000,FALSE,1
393,Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,45,2,6,44,100,FALSE,100
394,Cooking Essentials,Popular Essentials Bansi Sooji,35,2,3,34,500,FALSE,500
395,Cooking Essentials,Happilo Premium International Queen Kalmi Dates,245,29,6,172,200,FALSE,200
396,Cooking Essentials,Tata Sampann Unpolished Urad Whole,101,6,4,94,500,FALSE,500
397,Cooking Essentials,Popular Essentials Cashew Split,325,12,6,283,250,FALSE,250
398,Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),60,10,6,54,500,FALSE,500
399,Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),134,6,6,125,500,FALSE,500
400,Cooking Essentials,Everest Garam Masala,42,2,2,41,50,FALSE,50
401,Cooking Essentials,Everest Kitchen King Masala,70,14,2,60,100,FALSE,100
402,Cooking Essentials,24 Mantra Organic Cumin,70,7,2,65,100,FALSE,100
403,Cooking Essentials,Nestle Milkmaid,132,3,6,128,400,FALSE,400
404,Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,65,9,6,59,1000,FALSE,1
405,Cooking Essentials,24 Mantra Organic Tur Dal,260,20,6,208,1000,FALSE,1
406,Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,99,10,6,89,200,FALSE,200
407,Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),65,10,3,58,500,FALSE,500
408,Cooking Essentials,24 Mantra Organic Peanuts,135,7,1,125,500,FALSE,500
409,Cooking Essentials,Everest Hingraj Powder,90,10,2,81,50,FALSE,50
410,Cooking Essentials,Everest Black Pepper Powder,135,14,6,115,100,FALSE,100
411,Cooking Essentials,Tata Sampann Masoor Dal Stand,150,10,4,134,1000,FALSE,1
412,Cooking Essentials,24 Mantra Organic Besan,95,7,5,88,500,FALSE,500
413,Cooking Essentials,Quaker Oats,199,7,6,184,1000,FALSE,1
414,Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),485,7,6,449,2000,FALSE,2
415,Cooking Essentials,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
416,Cooking Essentials,24 Mantra Organic Red Poha,75,8,1,69,500,FALSE,500
417,Cooking Essentials,Everest Powder - Tea Masala,98,9,5,89,100,FALSE,100
418,Cooking Essentials,Tata Sampann Urad Dal Split,94,4,6,90,500,FALSE,500
419,Cooking Essentials,Popular Essentials Idli Sooji ,30,6,6,28,500,FALSE,500
420,Cooking Essentials,Popular Essentials Dessicated Coconut,95,9,6,86,200,FALSE,200
421,Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,60,28,3,43,260,FALSE,260
422,Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,80,500,FALSE,500
423,Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,20,60,FALSE,60
424,Cooking Essentials,Satyam Khobra,113,10,5,101,200,FALSE,200
425,Cooking Essentials,Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
426,Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500
427,Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,135,0,2,135,500,FALSE,500
428,Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,37,0,6,37,100,FALSE,100
429,Cooking Essentials,Tata Sampann Moong Dal Split,180,1,5,178,1000,FALSE,200
430,Cooking Essentials,Tata Sampann Kala Chana,64,0,5,64,500,FALSE,500
431,Cooking Essentials,Saffola Soya Chunks Mealmaker,50,0,2,50,200,FALSE,200
432,Cooking Essentials,24 Mantra Bura Sugar (Demerara),80,10,6,72,500,FALSE,500
433,Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),200,1,6,198,50,FALSE,50
434,Cooking Essentials,Hershey's Syrup Delicious Strawberry,95,0,1,95,200,FALSE,200
435,Cooking Essentials,Popular Essentials Anjeer,190,11,4,169,100,FALSE,100
436,Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,20,0,2,20,100,FALSE,100
437,Cooking Essentials,Weikfield Baking Powder,33,3,6,32,100,FALSE,100
438,Cooking Essentials,Dabur Honey Squeezy,185,9,6,167,225,FALSE,225
439,Cooking Essentials,Tata Sampann High Protein Kali Urad,91,14,6,78,500,FALSE,500
440,Cooking Essentials,Everest Kitchen King Masala,37,2,6,36,50,FALSE,50
441,Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500
442,Cooking Essentials,TilSona Til Oil,180,10,2,162,500,FALSE,500
443,Cooking Essentials,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280
444,Cooking Essentials,Everest Chaat Masala,35,2,1,34,50,FALSE,50
445,Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,89,10,2,80,40,FALSE,40
446,Cooking Essentials,Popular Essentials White Peas (Un-Polished),80,10,5,72,500,FALSE,500
447,Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60
448,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050,1,6,1035,5000,FALSE,5
449,Cooking Essentials,Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
450,Cooking Essentials,Hershey's Caramel Syrup,230,0,1,230,623,FALSE,623
451,Cooking Essentials,Pillsbury Multi Grain Atta,60,6,3,56,1000,FALSE,1
452,Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
453,Cooking Essentials,Satyam Puffed Rice Kurmura (A),43,0,6,43,200,FALSE,200
454,Cooking Essentials,MTR 3 Min Poha,25,0,6,25,60,FALSE,60
455,Cooking Essentials,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60
456,Cooking Essentials,Everest Pav Bhaji Masala,70,0,2,70,100,FALSE,100
457,Cooking Essentials,Hershey's Chocolate Flavour Syrup,220,6,6,205,623,FALSE,680
458,Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),55,16,4,46,200,FALSE,200
459,Cooking Essentials,24 Mantra Red Chilly Whole,70,7,1,65,100,FALSE,100
460,Cooking Essentials,Dabur Honey - World's No.1,120,0,6,120,250,FALSE,250
461,Cooking Essentials,24 Mantra Organic Puffed Rice,40,2,6,39,200,FALSE,200
462,Cooking Essentials,24 Mantra Organic Wheat Daliya ,48,2,2,47,500,FALSE,500
463,Cooking Essentials,24 Mantra Organic Ragi Flour,65,20,4,52,500,FALSE,500
464,Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),35,5,6,33,25,FALSE,25
465,Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,215,1000,FALSE,1
466,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,94,2000,FALSE,2
467,Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85,7,5,79,500,FALSE,500
468,Cooking Essentials,Popular Essentials HMT Kolam Steam,75,0,3,75,1000,FALSE,1
469,Cooking Essentials,Popular Essentials Black Urad Split,80,10,4,72,500,FALSE,500
470,Cooking Essentials,Keya Oregano,109,10,5,98,9,FALSE,9
471,Cooking Essentials,Popular Essentials Pink Rajma,100,10,6,90,500,FALSE,500
472,Cooking Essentials,Everest Chicken Masala,74,2,6,72,100,FALSE,100
473,Cooking Essentials,Popular Essentials HMT Kolam Steam,370,10,6,333,5000,FALSE,5
474,Cooking Essentials,Everest Shahi Paneer Masala,42,4,5,40,50,FALSE,50
475,Cooking Essentials,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500
476,Cooking Essentials,Flying Bird Vanilla Essence,35,2,6,34,20,FALSE,20
477,Cooking Essentials,Everest Sabji Masala,30,3,6,29,50,FALSE,50
478,Cooking Essentials,Popular Essentials Californian Almond,695,32,6,470,500,FALSE,500
479,Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,110,20,6,88,80,FALSE,80
480,Cooking Essentials,Everest Rajma Masala,33,3,5,32,50,FALSE,50
481,Cooking Essentials,Popular Essentials White Til,40,5,1,38,100,FALSE,100
482,Cooking Essentials,Amul Dark Compound Chocolate Slab,125,2,6,122,500,FALSE,500
483,Cooking Essentials,Mothers Recipe Papad Chana Masala,79,10,6,71,200,FALSE,200
484,Cooking Essentials,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
485,Cooking Essentials,Amul Milk Compound Chocolate Slab,110,2,6,107,500,FALSE,500
486,Cooking Essentials,Eastern Chicken Masala,70,7,3,65,100,FALSE,100
487,Cooking Essentials,Popular Essentials Methi Seeds,25,0,5,25,100,FALSE,100
488,Cooking Essentials,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46
489,Cooking Essentials,Cadbury Hot Chocolate,175,5,6,166,200,FALSE,200
490,Cooking Essentials,Ching's Chicken Chilli Masala,10,0,6,10,20,FALSE,20
491,Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62,6,6,58,250,FALSE,250
492,Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,100,10,6,90,50,FALSE,50
493,Cooking Essentials,Popular Essentials Idli Rice,60,10,4,54,1000,FALSE,1
494,Cooking Essentials,Everest Chole Masala,33,3,1,32,50,FALSE,50
495,Cooking Essentials,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
496,Cooking Essentials,"Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)",35,2,6,34,48,FALSE,48
497,Cooking Essentials,Popular Essentials Cooking Soda,30,10,6,27,200,FALSE,200
498,Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,239,1000,FALSE,1
499,Cooking Essentials,Everest Pani Puri Masala,31,3,6,30,50,FALSE,50
500,Cooking Essentials,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70
501,Cooking Essentials,Ching's Veg Manchurian Masala,10,0,2,10,20,FALSE,20
502,Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,110,200,FALSE,200
503,Cooking Essentials,Everest Garam Masala,158,10,6,142,200,FALSE,200
504,Cooking Essentials,24 Mantra Organic Jowar Flour,70,7,6,65,500,FALSE,500
505,Cooking Essentials,Maggi Coconut Milkpowder,100,0,6,100,100,FALSE,100
506,Cooking Essentials,On1y Pepper Grinder,159,9,1,144,50,FALSE,50
507,Cooking Essentials,Popular Essentials Rice Flour,60,0,3,60,1000,FALSE,1
508,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65
509,Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,95,1000,FALSE,1
510,Cooking Essentials,Happilo Premium Afghani Anjeer,365,29,2,256,200,FALSE,200
511,Cooking Essentials,Popular Essentials Chiroti Sooji,35,2,6,34,500,FALSE,500
512,Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,330,10,5,294,1000,FALSE,1
513,Cooking Essentials,Popular Essentials Red Rajma,90,10,6,81,500,FALSE,500
514,Cooking Essentials,Cornitos Peanut - Premium Salted ,120,10,6,108,150,FALSE,150
515,Cooking Essentials,Popular Essentials Black Pepper,100,10,5,90,100,FALSE,100
516,Cooking Essentials,24 Mantra Organic Tur Dal - Split,130,7,6,120,500,FALSE,500
517,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,65,6,3,61,110,FALSE,100
518,Cooking Essentials,Ching's Secret Paneer Chilli Masala,10,0,2,10,20,FALSE,20
519,Cooking Essentials,Dabur Honey ,220,7,3,204,500,FALSE,500
520,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65
521,Cooking Essentials,Everest Tea Masala,55,9,2,50,50,FALSE,50
522,Cooking Essentials,Ching's Paneer Chilli Masala,44,0,4,44,60,FALSE,60
523,Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
524,Cooking Essentials,Everest Meat Masala Powder,74,9,3,67,100,FALSE,100
525,Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,245,5000,FALSE,5
526,Cooking Essentials,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
527,Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
528,Cooking Essentials,Popular Essentials Cloves (Lavang),75,17,6,62,50,FALSE,50
529,Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,81,280,FALSE,280
530,Cooking Essentials,Suhana Paneer Tikka Masala Mix,40,5,6,38,50,FALSE,50
